donor,region,roi,n_cells_total,area_mm2,density_cd4_t,density_cd8_t,density_b_cell,density_macrophage,density_mdsc,density_other_immune,density_fibroblast,density_endothelial,has_septa,nn_cd4_t_to_cd4_t,nn_cd4_t_to_cd8_t,nn_cd4_t_to_b_cell,nn_cd4_t_to_macrophage,nn_cd4_t_to_other_immune,nn_cd8_t_to_cd4_t,nn_cd8_t_to_cd8_t,nn_cd8_t_to_b_cell,nn_cd8_t_to_macrophage,nn_cd8_t_to_other_immune,nn_b_cell_to_cd4_t,nn_b_cell_to_cd8_t,nn_b_cell_to_b_cell,nn_b_cell_to_macrophage,nn_b_cell_to_other_immune,nn_macrophage_to_cd4_t,nn_macrophage_to_cd8_t,nn_macrophage_to_b_cell,nn_macrophage_to_macrophage,nn_macrophage_to_other_immune,nn_other_immune_to_cd4_t,nn_other_immune_to_cd8_t,nn_other_immune_to_b_cell,nn_other_immune_to_macrophage,nn_other_immune_to_other_immune,nn_cd4_t_to_mdsc,nn_cd8_t_to_mdsc,nn_b_cell_to_mdsc,nn_macrophage_to_mdsc,nn_mdsc_to_cd4_t,nn_mdsc_to_cd8_t,nn_mdsc_to_b_cell,nn_mdsc_to_macrophage,nn_mdsc_to_mdsc,nn_mdsc_to_other_immune,nn_other_immune_to_mdsc,nn_cd4_t_to_fibroblast,nn_cd8_t_to_fibroblast,nn_b_cell_to_fibroblast,nn_macrophage_to_fibroblast,nn_other_immune_to_fibroblast,nn_fibroblast_to_cd4_t,nn_fibroblast_to_cd8_t,nn_fibroblast_to_b_cell,nn_fibroblast_to_macrophage,nn_fibroblast_to_other_immune,nn_fibroblast_to_fibroblast,septa_p25_cd4_t,septa_p50_cd4_t,septa_p75_cd4_t,septa_p25_cd8_t,septa_p50_cd8_t,septa_p75_cd8_t,septa_p25_b_cell,septa_p50_b_cell,septa_p75_b_cell,septa_p25_macrophage,septa_p50_macrophage,septa_p75_macrophage,septa_p25_other_immune,septa_p50_other_immune,septa_p75_other_immune,septa_p25_mdsc,septa_p50_mdsc,septa_p75_mdsc,septa_p25_endothelial,septa_p50_endothelial,septa_p75_endothelial,nn_cd4_t_to_endothelial,nn_cd8_t_to_endothelial,nn_b_cell_to_endothelial,nn_macrophage_to_endothelial,nn_other_immune_to_endothelial,nn_endothelial_to_cd4_t,nn_endothelial_to_cd8_t,nn_endothelial_to_b_cell,nn_endothelial_to_macrophage,nn_endothelial_to_other_immune,nn_endothelial_to_endothelial,nn_mdsc_to_endothelial,nn_endothelial_to_mdsc,septa_p25_fibroblast,septa_p50_fibroblast,septa_p75_fibroblast,nn_mdsc_to_fibroblast,nn_fibroblast_to_mdsc,nn_fibroblast_to_endothelial,nn_endothelial_to_fibroblast
HPAP-034,Head of pancreas,ROI3,3805,1.0138,5.92,12.82,0.99,33.54,1451.95,486.28,0.0,184.45,False,181.8,137.3,,89.9,39.1,200.2,153.6,,56.7,34.1,,,,,,215.1,131.9,,99.1,28.9,209.0,143.0,,85.1,17.0,10.2,10.9,,11.5,219.8,134.7,,81.5,12.2,28.2,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2,79.3,,139.6,167.5,156.7,118.3,,94.1,57.3,10.4,113.0,22.7,,,,,,,
HPAP-034,Tail of pancreas,ROI1,1272,0.9919,9.07,6.05,0.0,39.32,491.97,179.45,130.05,0.0,True,88.0,161.3,,79.1,23.7,133.3,143.7,,34.7,30.7,,,,,,148.9,174.2,,106.3,35.4,164.6,186.4,,74.3,29.0,19.0,21.1,,17.1,128.5,203.2,,60.9,13.9,29.2,21.8,36.0,30.4,,39.3,39.0,167.2,185.5,,59.6,24.3,26.3,116.7,193.1,461.3,142.7,185.9,261.4,,,,80.2,209.3,385.6,126.2,263.6,397.4,123.8,223.4,364.2,,,,,,,,,,,,,,,,,167.3,268.5,383.4,36.6,18.9,,
HPAP-034,Tail of pancreas,ROI2,3571,0.9946,8.04,22.12,0.0,123.67,735.98,1028.57,387.1,67.36,True,99.2,95.6,,22.4,18.3,169.1,62.3,,35.2,18.9,,,,,,206.1,109.6,,36.0,16.2,188.1,112.9,,46.8,14.0,19.4,20.6,,16.0,196.2,124.9,,44.3,13.8,15.5,18.5,24.6,34.2,,28.5,24.5,222.2,127.8,,50.3,15.8,18.6,180.6,232.0,343.5,165.2,223.3,311.9,,,,188.7,270.2,379.1,183.2,309.6,431.8,181.1,284.4,406.9,190.8,211.1,240.8,186.7,130.9,,167.3,158.2,279.1,65.7,,36.2,22.9,11.8,148.1,23.3,233.3,334.4,438.9,29.7,23.4,151.5,44.2
HPAP-034,Tail of pancreas,ROI3,2241,1.0126,8.89,10.86,0.0,47.4,499.72,437.5,272.57,0.0,False,162.0,256.2,,85.8,27.7,121.6,89.2,,70.5,22.3,,,,,,162.1,255.7,,60.2,27.4,172.8,128.4,,79.7,15.8,15.9,25.9,,18.8,169.0,275.5,,60.8,14.1,21.8,22.9,33.0,32.6,,53.3,30.2,159.4,206.5,,94.3,23.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,35.4,,
HPAP-034,Tail of pancreas,ROI4,1620,0.9918,7.06,13.11,0.0,52.43,357.94,340.8,0.0,56.46,True,172.9,140.2,,42.3,55.4,254.1,171.0,,28.8,18.7,,,,,,194.4,136.9,,61.3,24.7,261.2,114.6,,68.9,19.0,14.7,30.2,,18.9,209.1,123.5,,51.4,16.0,31.2,30.7,,,,,,,,,,,,43.0,120.4,335.7,409.6,559.7,726.8,,,,137.3,516.7,651.6,419.5,592.8,728.8,137.2,380.3,557.5,481.1,741.6,797.2,70.5,101.9,,101.3,143.1,378.7,136.0,,86.8,33.6,15.2,116.1,33.1,,,,,,,
HPAP-035,Body of pancreas,ROI1,4081,0.9975,291.74,665.69,47.12,74.19,481.22,830.11,0.0,387.99,True,21.1,15.7,110.9,61.9,19.9,22.6,14.9,109.0,60.9,20.9,49.9,28.6,57.0,61.2,15.2,30.6,16.5,81.1,28.2,16.4,31.0,22.7,76.8,62.5,13.1,20.0,24.6,25.9,31.1,30.0,21.6,82.9,73.2,17.8,17.8,22.3,,,,,,,,,,,,81.2,190.9,304.2,100.6,199.4,331.7,55.9,144.9,263.0,68.9,193.2,376.8,75.4,161.1,294.3,121.8,180.8,300.3,96.4,196.7,345.4,21.2,23.0,27.5,22.6,25.4,29.5,18.8,87.6,54.8,18.2,15.7,26.3,23.8,,,,,,,
HPAP-035,Body of pancreas,ROI2,3777,0.9946,75.41,778.23,7.04,158.86,27.15,92.5,612.33,0.0,True,43.7,20.9,200.8,35.2,45.6,71.2,12.5,219.1,38.0,70.8,62.1,36.4,149.5,22.3,41.7,75.6,15.3,202.6,30.4,60.7,52.1,20.9,158.7,37.6,43.6,116.2,212.2,147.8,176.4,68.5,40.7,218.8,57.1,39.8,37.4,99.0,19.1,22.7,20.1,21.9,15.8,49.9,21.8,195.9,41.0,44.7,15.9,85.8,142.0,205.1,79.2,166.2,283.7,135.2,176.0,296.0,63.7,157.9,235.8,113.7,178.4,228.4,154.5,204.0,259.2,,,,,,,,,,,,,,,,,95.6,162.6,239.7,17.4,100.6,,
HPAP-035,Body of pancreas,ROI3,4037,0.9948,52.27,178.93,168.88,12.06,285.48,802.17,612.18,365.9,True,38.9,22.7,57.7,125.2,18.4,52.4,22.9,47.7,140.1,21.1,90.0,47.5,31.9,144.1,15.1,70.0,32.4,42.5,158.3,18.3,93.7,44.5,36.9,149.8,16.4,18.0,26.1,32.1,31.5,54.8,34.2,44.6,141.2,21.4,19.1,32.0,28.5,25.5,20.9,19.1,20.9,90.1,43.9,37.4,153.6,17.5,15.2,255.3,385.7,505.1,173.0,341.2,492.5,155.3,342.4,478.6,187.7,284.6,438.0,205.1,394.8,539.5,210.5,405.6,516.3,150.8,322.2,536.1,27.6,26.1,27.6,21.2,26.7,86.5,41.9,39.1,143.3,17.5,18.3,26.9,33.6,153.4,318.7,528.2,20.7,33.1,25.8,19.4
HPAP-035,Head of pancreas,ROI1,4076,0.9967,79.26,79.26,143.47,83.27,205.67,873.84,0.0,0.0,True,31.1,41.4,48.2,52.0,17.3,54.5,35.1,44.3,49.5,19.7,62.7,59.3,29.4,57.7,13.5,67.8,48.8,41.6,41.0,18.9,59.8,68.5,33.0,58.5,13.5,18.7,32.7,30.4,32.6,43.9,55.6,33.3,51.2,22.6,14.3,30.1,,,,,,,,,,,,92.5,271.4,420.4,90.4,203.5,382.6,50.7,131.0,271.1,100.7,209.5,304.1,61.3,134.2,263.1,57.7,169.0,312.7,,,,,,,,,,,,,,,,,,,,,,,
HPAP-035,Head of pancreas,ROI2,4461,0.9969,41.13,105.32,318.98,18.06,225.69,1129.45,0.0,297.91,True,40.3,47.5,23.5,106.5,14.0,78.9,21.6,29.3,118.4,14.8,72.2,52.9,24.1,115.7,13.8,80.0,53.1,29.4,116.9,15.8,87.0,54.6,25.5,114.1,13.8,21.7,31.2,31.7,31.0,64.2,49.9,29.2,106.3,24.1,14.5,34.5,,,,,,,,,,,,219.6,366.5,522.5,152.9,289.4,436.4,185.7,341.7,464.7,128.0,330.7,527.1,183.5,327.7,463.3,171.8,326.1,460.2,147.3,301.2,489.4,29.2,25.4,28.0,25.0,29.2,90.7,51.1,27.3,118.3,15.5,21.6,26.4,32.7,,,,,,,
HPAP-035,Head of pancreas,ROI3,4243,0.9964,14.05,80.29,206.74,63.23,120.43,990.53,513.83,846.02,True,109.8,34.1,38.0,49.2,25.9,251.7,53.6,39.1,58.4,17.4,218.6,61.9,31.1,62.5,14.4,132.8,60.2,33.9,52.5,16.7,199.2,56.0,30.6,58.2,13.5,43.3,47.5,43.4,39.1,159.0,54.8,31.1,55.8,34.5,13.7,43.0,38.8,25.6,22.1,21.2,23.6,247.6,50.8,34.3,61.0,16.6,16.1,78.2,142.4,298.9,26.5,106.0,260.9,83.8,170.2,268.7,33.1,171.2,255.3,59.5,146.5,256.1,108.5,208.7,287.6,48.0,120.3,236.3,24.3,21.3,20.4,22.2,19.8,203.7,58.7,36.3,66.7,17.1,13.8,21.5,58.4,15.1,77.9,199.7,21.7,52.8,17.6,23.2
HPAP-035,Tail of pancreas,ROI1,773,0.9912,25.22,24.21,3.03,41.37,0.0,126.11,120.06,0.0,True,47.7,65.6,203.0,32.9,29.8,83.5,55.5,150.7,47.9,34.9,55.1,76.0,111.8,22.6,43.7,49.3,74.8,202.1,43.1,24.3,89.8,80.7,348.3,50.9,18.1,,,,,,,,,,,,39.4,32.9,21.0,36.7,39.6,129.4,91.5,247.8,82.6,45.8,22.5,7.1,20.9,40.1,6.9,12.9,30.9,7.1,7.3,8.2,6.7,12.0,47.0,7.6,19.8,57.4,,,,,,,,,,,,,,,,,,,,9.0,19.1,70.0,,,,
HPAP-035,Tail of pancreas,ROI2,1223,0.9913,30.26,24.21,2.02,21.18,0.0,50.44,0.0,213.86,True,49.1,53.1,471.2,63.0,60.3,22.9,27.2,444.0,67.7,60.1,88.9,139.3,227.3,167.3,76.4,55.1,111.3,531.1,113.6,54.4,92.7,130.2,502.9,86.3,52.4,,,,,,,,,,,,,,,,,,,,,,,6.8,14.6,28.4,5.6,13.4,18.9,,,,7.1,14.3,22.6,10.4,21.9,35.6,,,,5.8,15.4,38.2,26.4,28.4,37.1,20.3,35.8,104.9,137.5,507.9,102.4,66.0,23.3,,,,,,,,,
HPAP-035,Tail of pancreas,ROI3,1286,0.9945,21.12,24.13,2.01,45.25,0.0,221.21,38.21,74.41,True,81.9,70.0,348.2,105.5,36.5,83.4,109.7,300.8,73.1,29.4,84.8,113.0,459.1,64.4,10.8,104.8,103.8,280.5,54.5,19.3,132.2,110.2,343.7,76.3,25.8,,,,,,,,,,,,210.5,326.6,173.0,299.2,332.4,177.8,148.9,360.9,127.1,32.2,27.2,7.6,27.7,74.5,7.1,25.7,41.7,,,,9.2,22.8,58.0,7.8,24.0,52.8,,,,11.6,26.4,66.3,58.1,57.4,79.4,42.5,58.3,119.2,106.8,346.0,58.1,31.4,42.4,,,4.2,7.9,16.7,,,132.9,410.7
HPAP-036,Body of pancreas,ROI1,3808,0.9926,38.28,49.37,201.49,180.34,49.37,863.39,279.07,0.0,True,34.8,49.6,31.4,31.8,14.4,78.8,61.0,38.8,34.8,13.5,80.0,73.9,21.0,34.6,11.7,81.5,64.7,33.7,26.2,16.1,84.5,69.9,25.6,33.3,12.7,48.9,100.6,62.6,63.0,65.2,69.1,30.3,24.7,49.9,12.5,66.1,70.0,50.7,61.0,56.4,57.1,154.5,83.2,67.9,48.4,25.0,20.0,37.4,96.0,214.6,69.6,145.4,305.0,38.3,122.0,243.3,26.0,127.5,266.4,48.3,135.1,250.7,15.7,42.1,152.6,,,,,,,,,,,,,,,,,175.7,260.3,396.8,64.7,129.6,,
HPAP-036,Body of pancreas,ROI2,3951,0.9936,37.24,48.31,230.47,207.33,84.54,1484.49,10.06,0.0,True,56.0,56.5,48.4,27.5,15.1,60.7,67.8,29.9,37.6,13.7,85.9,71.0,25.7,37.4,12.6,69.2,75.6,33.3,20.2,14.1,91.5,71.1,30.6,36.7,11.1,33.4,40.2,48.9,48.7,75.0,62.5,32.3,32.2,40.1,12.8,55.1,275.4,290.2,307.8,273.8,300.6,90.8,55.5,24.1,49.1,22.5,10.2,162.9,271.8,409.6,155.3,337.5,572.5,235.4,404.3,542.9,133.8,249.5,435.7,184.6,331.2,492.6,152.4,291.6,464.6,,,,,,,,,,,,,,,,,9.1,11.4,16.5,269.2,49.0,,
HPAP-036,Body of pancreas,ROI3,4302,0.9951,8.04,4.02,312.54,18.09,47.23,1380.79,0.0,325.6,True,62.4,170.3,26.1,104.2,11.3,189.9,226.7,26.8,79.3,13.1,223.6,196.9,21.2,100.5,11.0,173.3,147.8,25.7,80.6,12.2,199.3,202.1,23.9,106.7,11.9,63.3,85.0,75.8,76.6,139.4,167.6,19.9,105.5,29.9,10.2,86.2,,,,,,,,,,,,6.5,60.4,296.3,24.8,63.7,211.6,29.0,91.0,160.7,10.6,50.2,98.4,38.7,90.9,189.1,29.8,58.1,102.3,50.9,142.1,333.6,25.6,26.1,28.9,28.7,25.3,204.2,258.6,29.2,121.2,12.2,21.9,27.3,111.3,,,,,,,
HPAP-036,Head of pancreas,ROI1,3418,0.9958,36.15,9.04,41.17,145.61,34.14,1420.95,753.15,49.21,True,51.1,130.4,55.6,36.4,13.1,97.6,188.1,55.0,31.6,10.7,77.9,155.9,69.2,62.9,12.5,67.6,139.1,77.4,22.7,12.9,94.4,147.3,78.5,48.5,11.4,61.8,50.5,82.8,67.9,71.9,115.0,65.0,54.5,63.2,12.2,79.4,15.1,19.5,24.0,19.2,16.8,97.3,170.1,84.2,48.9,12.7,15.4,5.1,36.8,94.7,41.1,125.1,170.8,14.2,45.2,85.4,10.4,37.6,122.1,16.4,62.6,116.8,12.3,49.7,98.2,7.8,40.3,136.2,94.7,69.0,86.3,75.3,69.3,115.2,148.4,93.1,49.2,11.5,55.7,63.1,75.2,8.9,38.0,99.3,15.0,88.3,73.4,20.5
HPAP-036,Head of pancreas,ROI2,3274,0.995,12.06,32.16,9.05,164.82,11.06,1423.1,592.96,0.0,True,90.5,62.6,166.7,40.4,10.8,120.2,61.2,190.6,32.1,13.3,127.5,70.1,142.1,32.6,12.2,135.6,77.8,226.3,27.8,13.8,142.2,85.2,185.3,40.2,11.4,115.0,115.7,110.7,146.6,132.3,67.2,131.7,33.6,122.4,11.7,149.9,22.9,22.6,34.5,23.2,19.9,159.3,91.8,235.8,42.7,12.6,15.5,8.6,32.3,75.1,19.6,70.7,142.9,44.7,61.3,77.3,13.2,56.7,156.1,31.4,75.4,144.4,41.0,78.8,150.7,,,,,,,,,,,,,,,,,28.5,75.1,132.9,24.3,200.8,,
HPAP-036,Head of pancreas,ROI3,2188,0.9943,9.05,14.08,10.06,139.8,6.03,1048.99,0.0,486.78,True,238.5,150.3,155.1,29.7,27.4,102.4,71.8,112.5,40.5,14.0,135.5,180.9,170.1,59.2,17.9,129.7,139.2,161.0,23.5,12.9,143.5,183.8,175.0,44.0,13.6,303.0,176.3,211.6,217.8,390.0,430.7,163.6,21.5,186.2,11.9,222.5,,,,,,,,,,,,21.6,59.8,109.3,9.9,34.8,54.5,49.8,115.1,224.9,21.2,71.0,150.9,40.7,104.6,213.2,138.8,222.3,256.2,41.6,101.4,220.5,20.2,27.8,32.6,23.1,19.3,142.3,185.2,173.9,44.2,13.0,16.1,14.4,230.9,,,,,,,
HPAP-036,Tail of pancreas,ROI1,2866,0.9929,5.04,121.86,82.59,93.66,6.04,691.91,591.19,0.0,True,125.0,40.0,67.4,50.2,15.6,240.9,32.4,55.7,48.2,16.1,317.0,49.8,40.8,60.1,16.0,229.0,43.3,66.5,45.5,17.4,301.1,44.2,50.0,46.2,15.2,171.8,232.5,258.7,195.7,270.6,28.0,94.2,31.1,64.5,14.3,227.9,13.1,23.2,18.6,16.9,18.4,285.8,46.0,56.8,46.9,16.9,16.0,9.1,63.6,110.9,25.5,71.3,150.9,38.8,96.8,172.9,15.7,70.3,131.0,43.3,105.8,167.9,45.1,133.5,162.1,,,,,,,,,,,,,,,,,28.7,91.9,162.3,21.8,232.3,,
HPAP-036,Tail of pancreas,ROI2,3169,0.9906,19.18,226.14,71.68,41.39,9.09,939.88,0.0,315.98,True,112.2,26.1,55.8,80.9,16.5,122.9,30.3,60.4,72.4,17.0,108.1,33.1,44.7,76.3,12.8,101.1,28.9,65.9,77.1,16.1,102.9,30.9,53.4,69.7,13.1,192.4,180.1,142.2,149.2,99.6,32.4,34.5,82.1,120.2,16.5,169.9,,,,,,,,,,,,29.9,83.2,203.9,22.1,104.3,202.3,62.4,111.4,195.4,60.7,125.3,229.8,45.8,119.9,206.3,41.2,104.0,365.1,38.0,102.5,181.2,24.1,28.2,24.9,22.5,27.2,104.6,34.0,57.2,62.7,15.7,20.7,33.5,161.9,,,,,,,
HPAP-036,Tail of pancreas,ROI3,3700,0.9931,26.18,954.61,22.15,91.63,19.13,1214.41,0.0,359.49,True,90.0,12.7,154.1,61.5,12.1,86.4,13.8,179.4,53.2,14.3,154.2,23.9,81.5,71.1,12.4,104.8,16.6,152.3,33.4,15.7,94.1,15.8,131.0,54.0,12.4,125.4,120.7,227.7,106.3,112.4,12.0,268.9,40.2,72.8,14.2,141.4,,,,,,,,,,,,17.1,74.2,196.6,22.7,62.8,149.3,111.6,248.7,384.6,15.6,57.2,158.8,35.4,86.5,235.9,14.2,49.4,80.7,30.4,115.0,290.8,22.7,25.8,29.5,20.3,26.1,87.7,17.0,144.5,50.9,15.6,20.6,27.1,155.9,,,,,,,
HPAP-037,Body of pancreas,ROI1,3565,1.2022,1.66,18.3,0.0,28.28,128.1,647.15,0.0,199.64,True,355.8,92.2,,72.4,14.8,382.4,102.4,,85.9,19.3,,,,,,484.6,153.2,,74.3,23.4,428.2,138.8,,93.9,14.8,67.6,38.1,,40.0,388.4,123.2,,100.3,33.1,16.6,43.9,,,,,,,,,,,,,,,287.1,545.3,838.0,,,,522.2,635.2,778.9,386.1,618.2,783.6,291.7,604.6,753.6,300.6,666.3,801.5,33.0,134.9,,141.5,119.1,415.6,94.9,,146.7,32.7,11.2,97.3,43.4,,,,,,,
HPAP-037,Body of pancreas,ROI2,2793,0.9945,1.01,26.14,0.0,42.23,65.36,947.25,0.0,118.66,True,,,,,,,51.3,,117.9,16.2,,,,,,,119.6,,74.0,16.5,,103.8,,71.5,14.4,,148.4,,97.1,,142.3,,66.1,37.9,17.6,85.0,,,,,,,,,,,,,,,23.2,89.6,147.9,,,,59.1,129.0,197.7,58.0,125.3,182.0,9.1,73.1,178.4,47.8,148.6,201.9,,136.6,,111.7,135.0,,136.5,,104.4,23.8,12.0,94.7,60.4,,,,,,,
HPAP-037,Body of pancreas,ROI3,4286,1.3131,6.85,30.46,0.0,22.85,15.23,281.02,470.65,167.55,True,253.8,108.4,,88.0,17.5,177.6,77.2,,95.1,26.0,,,,,,192.2,94.0,,103.3,19.3,180.9,88.6,,81.0,21.3,164.1,111.6,,126.2,183.3,69.1,,95.1,129.4,20.3,118.3,18.3,20.9,,22.1,19.9,164.7,87.3,,90.6,25.2,17.2,284.3,345.9,390.0,251.5,405.8,489.7,,,,68.7,222.5,430.3,120.3,273.2,505.4,256.3,356.4,557.2,262.7,368.5,494.1,160.4,131.1,,130.7,130.5,212.5,113.3,,146.7,39.9,10.5,114.3,133.3,141.0,320.7,531.7,20.3,115.6,135.1,59.2
HPAP-037,Head of pancreas,ROI1,3471,1.193,2.51,21.79,0.0,36.04,260.69,1007.56,0.0,137.47,True,569.6,111.2,,110.9,20.7,257.7,85.0,,64.7,17.0,,,,,,283.9,95.8,,89.4,13.8,293.0,116.9,,74.8,13.5,40.7,32.1,,29.6,300.7,114.1,,77.3,21.4,15.1,32.0,,,,,,,,,,,,75.4,143.8,240.9,40.4,135.0,272.2,,,,86.2,203.1,298.5,137.5,248.0,366.1,136.7,230.8,343.8,141.2,199.9,270.7,188.4,111.0,,113.2,101.0,281.8,120.2,,99.3,25.9,11.3,89.5,35.7,,,,,,,
HPAP-037,Head of pancreas,ROI2,4981,1.8307,2.18,16.93,0.0,21.3,127.27,184.08,501.99,144.75,True,216.2,66.1,,96.8,58.0,270.5,107.0,,99.1,37.9,,,,,,314.6,133.1,,126.6,33.8,348.0,125.0,,94.1,26.2,55.5,43.3,,41.5,342.3,127.5,,98.2,20.6,23.9,35.9,38.1,25.4,,19.1,23.5,344.3,135.3,,98.4,35.7,16.8,212.0,280.6,308.6,85.1,170.8,267.1,,,,64.7,162.2,298.7,113.1,198.1,322.8,80.8,173.0,281.3,125.9,241.8,325.1,87.5,76.5,,99.1,104.6,271.3,97.9,,104.4,47.4,11.7,101.9,69.4,109.5,216.3,329.0,26.8,54.6,97.0,34.0
HPAP-037,Head of pancreas,ROI3,2372,0.9937,4.03,19.12,0.0,26.16,251.58,647.07,0.0,39.25,False,333.8,164.8,,181.6,20.9,300.0,77.0,,93.6,16.6,,,,,,298.8,143.5,,96.3,17.1,298.0,113.2,,107.1,16.3,41.0,30.8,,19.9,291.4,110.0,,90.5,22.0,17.4,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,128.6,,125.8,117.3,203.4,94.9,,87.1,23.5,13.8,105.5,35.5,,,,,,,
HPAP-037,Tail of pancreas,ROI1,1659,0.9918,4.03,21.17,0.0,43.36,458.76,100.83,245.01,0.0,True,312.1,107.0,,65.0,60.6,289.1,37.7,,69.2,50.9,,,,,,312.9,102.8,,62.2,53.4,272.2,109.0,,82.8,33.0,19.6,36.1,,14.6,229.3,108.2,,57.7,14.7,47.0,22.7,163.5,38.9,,43.3,35.5,383.4,113.2,,92.1,47.6,17.4,12.1,140.4,279.7,127.6,261.2,302.5,,,,68.3,194.0,279.0,99.6,196.0,342.3,63.7,186.5,313.5,,,,,,,,,,,,,,,,,165.8,244.0,323.5,79.0,30.3,,
HPAP-037,Tail of pancreas,ROI2,1413,1.2747,1.57,21.18,0.0,43.15,433.05,149.84,0.0,120.03,True,635.3,68.7,,47.4,45.4,288.2,82.6,,43.3,56.5,,,,,,257.6,56.4,,33.1,51.5,272.3,121.2,,76.4,20.0,30.4,15.8,,13.9,325.2,63.7,,44.8,13.4,39.3,20.1,,,,,,,,,,,,,,,340.1,514.7,659.9,,,,355.9,462.9,635.8,171.3,299.5,613.8,367.6,516.9,635.3,439.0,527.1,592.7,109.4,36.2,,33.5,42.7,397.0,65.1,,52.2,32.1,17.6,28.7,14.2,,,,,,,
HPAP-037,Tail of pancreas,ROI3,3178,2.3163,1.73,13.38,0.43,20.72,394.6,294.44,0.0,0.0,True,173.8,88.5,,70.8,28.9,309.9,80.7,,76.3,18.3,,,,,,261.0,92.4,,62.2,19.1,277.0,107.2,,85.3,15.8,13.2,16.9,,14.8,331.9,96.1,,80.8,14.4,24.2,19.5,,,,,,,,,,,,136.7,278.8,416.8,135.3,276.4,486.3,,,,129.6,240.3,559.9,189.2,339.4,473.7,172.2,310.3,495.1,,,,,,,,,,,,,,,,,,,,,,,
HPAP-039,Body of pancreas,ROI3,3565,0.9836,106.75,125.05,1.02,78.28,0.0,303.97,0.0,504.25,True,35.3,38.7,,55.5,29.2,38.5,28.1,,56.4,31.2,,,,,,38.8,53.5,,41.8,21.3,46.8,51.2,,51.7,21.9,,,,,,,,,,,,,,,,,,,,,,,75.0,186.5,374.5,90.7,174.6,325.3,,,,23.8,169.7,286.8,32.8,140.4,300.1,,,,77.7,197.1,334.3,21.5,22.1,,21.0,25.4,43.9,45.4,,55.5,30.7,15.5,,,,,,,,,
HPAP-039,Body of pancreas,ROI4,2260,0.9931,136.94,142.98,1.01,155.06,0.0,249.71,0.0,348.39,True,33.1,37.4,,40.5,36.4,35.8,27.2,,34.0,36.3,,,,,,40.0,36.6,,29.8,30.5,44.8,51.0,,34.4,24.2,,,,,,,,,,,,,,,,,,,,,,,109.8,269.0,481.3,70.7,257.9,461.5,,,,84.4,167.7,402.6,115.3,257.2,449.2,,,,85.1,156.0,276.6,26.2,28.3,,27.3,26.7,38.8,49.8,,37.6,30.9,18.5,,,,,,,,,
HPAP-039,Body of pancreas,ROI5,4523,0.9951,134.66,226.11,0.0,71.35,0.0,146.72,721.54,489.4,True,37.0,34.2,,58.4,38.5,38.9,22.8,,50.1,41.5,,,,,,37.0,27.6,,52.0,31.9,39.4,36.1,,58.5,36.7,,,,,,,,,,,,21.6,21.0,,19.5,19.5,43.3,36.5,,63.5,43.8,16.0,78.7,164.7,283.3,44.7,144.0,264.9,,,,16.7,141.9,277.2,103.1,206.7,292.3,,,,98.0,178.9,272.8,20.5,22.3,,26.7,24.7,40.5,33.7,,65.3,40.0,18.8,,,75.4,167.5,274.4,,,23.8,19.6
HPAP-039,Head of pancreas,ROI1,2463,0.9943,149.86,235.35,7.04,365.09,0.0,594.4,0.0,34.2,True,32.4,32.3,211.5,26.9,18.6,44.4,24.4,175.9,23.7,21.0,28.0,17.2,240.7,22.8,13.7,37.9,29.3,207.4,21.5,18.5,37.9,33.0,204.2,23.3,15.8,,,,,,,,,,,,,,,,,,,,,,,244.8,498.2,832.5,393.6,599.6,894.3,507.4,579.9,925.4,256.6,464.5,796.1,282.4,508.0,847.9,,,,321.8,469.9,710.6,105.5,111.3,94.9,117.0,109.1,44.8,32.9,169.2,28.7,25.2,23.0,,,,,,,,,
HPAP-039,Head of pancreas,ROI2,2781,1.0387,103.98,123.23,0.0,237.8,0.0,718.2,170.4,98.2,True,44.5,42.3,,27.3,19.2,42.4,28.8,,33.2,24.6,,,,,,45.0,48.0,,25.3,18.2,42.7,50.4,,30.4,13.3,,,,,,,,,,,,58.4,57.1,,60.7,47.8,51.3,48.3,,40.0,20.1,16.8,66.1,132.3,219.6,62.7,150.3,232.7,,,,85.1,152.7,226.1,80.7,149.6,235.0,,,,69.8,139.6,203.8,53.9,52.2,,48.5,43.3,47.0,50.9,,31.1,18.1,38.7,,,19.7,96.6,185.3,,,47.2,42.3
HPAP-039,Head of pancreas,ROI4,2529,0.9922,92.72,82.64,0.0,165.28,0.0,199.55,385.99,0.0,True,35.8,54.2,,34.1,31.9,48.3,43.6,,32.3,35.0,,,,,,43.9,45.7,,31.6,30.9,52.9,56.0,,35.5,26.3,,,,,,,,,,,,34.3,22.6,,35.1,24.9,52.7,51.9,,41.0,32.2,15.2,131.2,299.2,511.9,111.4,292.5,561.0,,,,164.0,333.3,500.3,133.7,326.2,494.0,,,,,,,,,,,,,,,,,,,,64.6,173.7,406.2,,,,
