donor,region,roi,subtype,r_um,L_minus_r
HPAP-005,Head of pancreas,ROI1,fibroblast,160,-12.13
HPAP-005,Head of pancreas,ROI1,fibroblast,170,-13.99
HPAP-005,Head of pancreas,ROI1,fibroblast,180,-15.85
HPAP-005,Head of pancreas,ROI1,fibroblast,190,-17.82
HPAP-005,Head of pancreas,ROI1,fibroblast,200,-19.91
HPAP-005,Head of pancreas,ROI2,macrophage,10,-10.0
HPAP-005,Head of pancreas,ROI2,macrophage,20,-1.71
HPAP-005,Head of pancreas,ROI2,macrophage,30,10.9
HPAP-005,Head of pancreas,ROI2,macrophage,40,4.81
HPAP-005,Head of pancreas,ROI2,macrophage,50,20.85
HPAP-005,Head of pancreas,ROI2,macrophage,60,13.17
HPAP-005,Head of pancreas,ROI2,macrophage,70,11.81
HPAP-005,Head of pancreas,ROI2,macrophage,80,13.27
HPAP-005,Head of pancreas,ROI2,macrophage,90,10.19
HPAP-005,Head of pancreas,ROI2,macrophage,100,6.66
HPAP-005,Head of pancreas,ROI2,macrophage,110,8.55
HPAP-005,Head of pancreas,ROI2,macrophage,120,6.73
HPAP-005,Head of pancreas,ROI2,macrophage,130,8.1
HPAP-005,Head of pancreas,ROI2,macrophage,140,6.34
HPAP-005,Head of pancreas,ROI2,macrophage,150,4.13
HPAP-005,Head of pancreas,ROI2,macrophage,160,2.59
HPAP-005,Head of pancreas,ROI2,macrophage,170,-0.36
HPAP-005,Head of pancreas,ROI2,macrophage,180,0.16
HPAP-005,Head of pancreas,ROI2,macrophage,190,-4.35
HPAP-005,Head of pancreas,ROI2,macrophage,200,-7.28
HPAP-005,Head of pancreas,ROI2,mdsc,10,-10.0
HPAP-005,Head of pancreas,ROI2,mdsc,20,22.47
HPAP-005,Head of pancreas,ROI2,mdsc,30,22.01
HPAP-005,Head of pancreas,ROI2,mdsc,40,20.06
HPAP-005,Head of pancreas,ROI2,mdsc,50,29.45
HPAP-005,Head of pancreas,ROI2,mdsc,60,24.94
HPAP-005,Head of pancreas,ROI2,mdsc,70,29.6
HPAP-005,Head of pancreas,ROI2,mdsc,80,28.28
HPAP-005,Head of pancreas,ROI2,mdsc,90,22.36
HPAP-005,Head of pancreas,ROI2,mdsc,100,20.12
HPAP-005,Head of pancreas,ROI2,mdsc,110,13.82
HPAP-005,Head of pancreas,ROI2,mdsc,120,10.9
HPAP-005,Head of pancreas,ROI2,mdsc,130,4.3
HPAP-005,Head of pancreas,ROI2,mdsc,140,-2.38
HPAP-005,Head of pancreas,ROI2,mdsc,150,-2.88
HPAP-005,Head of pancreas,ROI2,mdsc,160,-6.87
HPAP-005,Head of pancreas,ROI2,mdsc,170,-11.09
HPAP-005,Head of pancreas,ROI2,mdsc,180,-10.12
HPAP-005,Head of pancreas,ROI2,mdsc,190,-17.49
HPAP-005,Head of pancreas,ROI2,mdsc,200,-12.46
HPAP-005,Head of pancreas,ROI2,other_immune,10,-3.43
HPAP-005,Head of pancreas,ROI2,other_immune,20,-0.36
HPAP-005,Head of pancreas,ROI2,other_immune,30,0.81
HPAP-005,Head of pancreas,ROI2,other_immune,40,1.69
HPAP-005,Head of pancreas,ROI2,other_immune,50,1.35
HPAP-005,Head of pancreas,ROI2,other_immune,60,0.95
HPAP-005,Head of pancreas,ROI2,other_immune,70,0.76
HPAP-005,Head of pancreas,ROI2,other_immune,80,0.14
HPAP-005,Head of pancreas,ROI2,other_immune,90,-0.48
HPAP-005,Head of pancreas,ROI2,other_immune,100,-1.15
HPAP-005,Head of pancreas,ROI2,other_immune,110,-1.88
HPAP-005,Head of pancreas,ROI2,other_immune,120,-2.94
HPAP-005,Head of pancreas,ROI2,other_immune,130,-4.05
HPAP-005,Head of pancreas,ROI2,other_immune,140,-5.02
HPAP-005,Head of pancreas,ROI2,other_immune,150,-6.44
HPAP-005,Head of pancreas,ROI2,other_immune,160,-7.41
HPAP-005,Head of pancreas,ROI2,other_immune,170,-8.7
HPAP-005,Head of pancreas,ROI2,other_immune,180,-10.04
HPAP-005,Head of pancreas,ROI2,other_immune,190,-11.46
HPAP-005,Head of pancreas,ROI2,other_immune,200,-13.38
HPAP-005,Head of pancreas,ROI2,endothelial,10,8.75
HPAP-005,Head of pancreas,ROI2,endothelial,20,41.08
HPAP-005,Head of pancreas,ROI2,endothelial,30,58.92
HPAP-005,Head of pancreas,ROI2,endothelial,40,74.52
HPAP-005,Head of pancreas,ROI2,endothelial,50,89.02
HPAP-005,Head of pancreas,ROI2,endothelial,60,99.06
HPAP-005,Head of pancreas,ROI2,endothelial,70,107.95
HPAP-005,Head of pancreas,ROI2,endothelial,80,115.55
HPAP-005,Head of pancreas,ROI2,endothelial,90,120.51
HPAP-005,Head of pancreas,ROI2,endothelial,100,125.15
HPAP-005,Head of pancreas,ROI2,endothelial,110,128.18
HPAP-005,Head of pancreas,ROI2,endothelial,120,130.3
HPAP-005,Head of pancreas,ROI2,endothelial,130,131.27
HPAP-005,Head of pancreas,ROI2,endothelial,140,132.31
HPAP-005,Head of pancreas,ROI2,endothelial,150,131.64
HPAP-005,Head of pancreas,ROI2,endothelial,160,130.15
HPAP-005,Head of pancreas,ROI2,endothelial,170,127.17
HPAP-005,Head of pancreas,ROI2,endothelial,180,124.15
HPAP-005,Head of pancreas,ROI2,endothelial,190,120.34
HPAP-005,Head of pancreas,ROI2,endothelial,200,116.08
HPAP-005,Head of pancreas,ROI3,cd8_t,10,-10.0
HPAP-005,Head of pancreas,ROI3,cd8_t,20,18.81
HPAP-005,Head of pancreas,ROI3,cd8_t,30,56.77
HPAP-005,Head of pancreas,ROI3,cd8_t,40,55.05
HPAP-005,Head of pancreas,ROI3,cd8_t,50,52.67
HPAP-005,Head of pancreas,ROI3,cd8_t,60,74.43
HPAP-005,Head of pancreas,ROI3,cd8_t,70,75.2
HPAP-005,Head of pancreas,ROI3,cd8_t,80,75.22
HPAP-005,Head of pancreas,ROI3,cd8_t,90,70.0
HPAP-005,Head of pancreas,ROI3,cd8_t,100,90.11
HPAP-005,Head of pancreas,ROI3,cd8_t,110,87.87
HPAP-005,Head of pancreas,ROI3,cd8_t,120,85.34
HPAP-005,Head of pancreas,ROI3,cd8_t,130,82.55
HPAP-005,Head of pancreas,ROI3,cd8_t,140,82.92
HPAP-005,Head of pancreas,ROI3,cd8_t,150,76.27
HPAP-005,Head of pancreas,ROI3,cd8_t,160,69.57
HPAP-005,Head of pancreas,ROI3,cd8_t,170,59.57
HPAP-005,Head of pancreas,ROI3,cd8_t,180,52.83
HPAP-005,Head of pancreas,ROI3,cd8_t,190,52.34
HPAP-005,Head of pancreas,ROI3,cd8_t,200,48.47
HPAP-005,Head of pancreas,ROI3,mdsc,10,-0.43
HPAP-005,Head of pancreas,ROI3,mdsc,20,7.91
HPAP-005,Head of pancreas,ROI3,mdsc,30,8.88
HPAP-005,Head of pancreas,ROI3,mdsc,40,11.55
HPAP-005,Head of pancreas,ROI3,mdsc,50,12.4
HPAP-005,Head of pancreas,ROI3,mdsc,60,10.01
HPAP-005,Head of pancreas,ROI3,mdsc,70,9.8
HPAP-005,Head of pancreas,ROI3,mdsc,80,8.77
HPAP-005,Head of pancreas,ROI3,mdsc,90,9.7
HPAP-005,Head of pancreas,ROI3,mdsc,100,9.97
HPAP-005,Head of pancreas,ROI3,mdsc,110,11.08
HPAP-005,Head of pancreas,ROI3,mdsc,120,8.06
HPAP-005,Head of pancreas,ROI3,mdsc,130,7.88
HPAP-005,Head of pancreas,ROI3,mdsc,140,6.42
HPAP-005,Head of pancreas,ROI3,mdsc,150,5.97
HPAP-005,Head of pancreas,ROI3,mdsc,160,5.93
HPAP-005,Head of pancreas,ROI3,mdsc,170,3.62
HPAP-005,Head of pancreas,ROI3,mdsc,180,3.12
HPAP-005,Head of pancreas,ROI3,mdsc,190,0.96
HPAP-005,Head of pancreas,ROI3,mdsc,200,0.44
HPAP-005,Head of pancreas,ROI3,other_immune,10,-2.7
HPAP-005,Head of pancreas,ROI3,other_immune,20,2.18
HPAP-005,Head of pancreas,ROI3,other_immune,30,2.75
HPAP-005,Head of pancreas,ROI3,other_immune,40,3.52
HPAP-005,Head of pancreas,ROI3,other_immune,50,4.48
HPAP-005,Head of pancreas,ROI3,other_immune,60,5.04
HPAP-005,Head of pancreas,ROI3,other_immune,70,5.37
HPAP-005,Head of pancreas,ROI3,other_immune,80,4.98
HPAP-005,Head of pancreas,ROI3,other_immune,90,4.96
HPAP-005,Head of pancreas,ROI3,other_immune,100,4.79
HPAP-005,Head of pancreas,ROI3,other_immune,110,4.04
HPAP-005,Head of pancreas,ROI3,other_immune,120,3.94
HPAP-005,Head of pancreas,ROI3,other_immune,130,3.26
HPAP-005,Head of pancreas,ROI3,other_immune,140,2.54
HPAP-005,Head of pancreas,ROI3,other_immune,150,1.83
HPAP-005,Head of pancreas,ROI3,other_immune,160,0.84
HPAP-005,Head of pancreas,ROI3,other_immune,170,-0.13
HPAP-005,Head of pancreas,ROI3,other_immune,180,-1.35
HPAP-005,Head of pancreas,ROI3,other_immune,190,-2.79
HPAP-005,Head of pancreas,ROI3,other_immune,200,-4.3
HPAP-005,Head of pancreas,ROI3,endothelial,10,-1.27
HPAP-005,Head of pancreas,ROI3,endothelial,20,5.95
HPAP-005,Head of pancreas,ROI3,endothelial,30,7.56
HPAP-005,Head of pancreas,ROI3,endothelial,40,8.29
HPAP-005,Head of pancreas,ROI3,endothelial,50,8.9
HPAP-005,Head of pancreas,ROI3,endothelial,60,9.67
HPAP-005,Head of pancreas,ROI3,endothelial,70,9.31
HPAP-005,Head of pancreas,ROI3,endothelial,80,9.19
HPAP-005,Head of pancreas,ROI3,endothelial,90,8.31
HPAP-005,Head of pancreas,ROI3,endothelial,100,6.65
HPAP-005,Head of pancreas,ROI3,endothelial,110,5.21
HPAP-005,Head of pancreas,ROI3,endothelial,120,5.38
HPAP-005,Head of pancreas,ROI3,endothelial,130,4.68
HPAP-005,Head of pancreas,ROI3,endothelial,140,2.75
HPAP-005,Head of pancreas,ROI3,endothelial,150,1.18
HPAP-005,Head of pancreas,ROI3,endothelial,160,0.14
HPAP-005,Head of pancreas,ROI3,endothelial,170,-1.1
HPAP-005,Head of pancreas,ROI3,endothelial,180,-2.39
HPAP-005,Head of pancreas,ROI3,endothelial,190,-3.78
HPAP-005,Head of pancreas,ROI3,endothelial,200,-6.58
HPAP-005,Tail of pancreas,ROI1,macrophage,10,-10.0
HPAP-005,Tail of pancreas,ROI1,macrophage,20,48.75
HPAP-005,Tail of pancreas,ROI1,macrophage,30,38.75
HPAP-005,Tail of pancreas,ROI1,macrophage,40,28.75
HPAP-005,Tail of pancreas,ROI1,macrophage,50,18.75
HPAP-005,Tail of pancreas,ROI1,macrophage,60,8.75
HPAP-005,Tail of pancreas,ROI1,macrophage,70,-1.25
HPAP-005,Tail of pancreas,ROI1,macrophage,80,17.23
HPAP-005,Tail of pancreas,ROI1,macrophage,90,7.23
HPAP-005,Tail of pancreas,ROI1,macrophage,100,19.08
HPAP-005,Tail of pancreas,ROI1,macrophage,110,9.08
HPAP-005,Tail of pancreas,ROI1,macrophage,120,-0.92
HPAP-005,Tail of pancreas,ROI1,macrophage,130,7.5
HPAP-005,Tail of pancreas,ROI1,macrophage,140,28.4
HPAP-005,Tail of pancreas,ROI1,macrophage,150,18.4
HPAP-005,Tail of pancreas,ROI1,macrophage,160,8.4
HPAP-005,Tail of pancreas,ROI1,macrophage,170,-1.6
HPAP-005,Tail of pancreas,ROI1,macrophage,180,1.89
HPAP-005,Tail of pancreas,ROI1,macrophage,190,-8.11
HPAP-005,Tail of pancreas,ROI1,macrophage,200,-5.55
HPAP-005,Tail of pancreas,ROI1,mdsc,10,-10.0
HPAP-005,Tail of pancreas,ROI1,mdsc,20,3.84
HPAP-005,Tail of pancreas,ROI1,mdsc,30,6.07
HPAP-005,Tail of pancreas,ROI1,mdsc,40,9.37
HPAP-005,Tail of pancreas,ROI1,mdsc,50,6.96
HPAP-005,Tail of pancreas,ROI1,mdsc,60,7.42
HPAP-005,Tail of pancreas,ROI1,mdsc,70,7.77
HPAP-005,Tail of pancreas,ROI1,mdsc,80,9.5
HPAP-005,Tail of pancreas,ROI1,mdsc,90,10.68
HPAP-005,Tail of pancreas,ROI1,mdsc,100,10.65
HPAP-005,Tail of pancreas,ROI1,mdsc,110,9.49
HPAP-005,Tail of pancreas,ROI1,mdsc,120,9.85
HPAP-005,Tail of pancreas,ROI1,mdsc,130,8.53
HPAP-005,Tail of pancreas,ROI1,mdsc,140,7.81
HPAP-005,Tail of pancreas,ROI1,mdsc,150,7.77
HPAP-005,Tail of pancreas,ROI1,mdsc,160,6.14
HPAP-005,Tail of pancreas,ROI1,mdsc,170,3.64
HPAP-005,Tail of pancreas,ROI1,mdsc,180,1.79
HPAP-005,Tail of pancreas,ROI1,mdsc,190,-0.17
HPAP-005,Tail of pancreas,ROI1,mdsc,200,-2.05
HPAP-005,Tail of pancreas,ROI1,other_immune,10,-10.0
HPAP-005,Tail of pancreas,ROI1,other_immune,20,-20.0
HPAP-005,Tail of pancreas,ROI1,other_immune,30,-30.0
HPAP-005,Tail of pancreas,ROI1,other_immune,40,30.18
HPAP-005,Tail of pancreas,ROI1,other_immune,50,20.18
HPAP-005,Tail of pancreas,ROI1,other_immune,60,30.6
HPAP-005,Tail of pancreas,ROI1,other_immune,70,20.6
HPAP-005,Tail of pancreas,ROI1,other_immune,80,27.2
HPAP-005,Tail of pancreas,ROI1,other_immune,90,38.13
HPAP-005,Tail of pancreas,ROI1,other_immune,100,40.36
HPAP-005,Tail of pancreas,ROI1,other_immune,110,41.61
HPAP-005,Tail of pancreas,ROI1,other_immune,120,31.61
HPAP-005,Tail of pancreas,ROI1,other_immune,130,41.91
HPAP-005,Tail of pancreas,ROI1,other_immune,140,36.62
HPAP-005,Tail of pancreas,ROI1,other_immune,150,31.21
HPAP-005,Tail of pancreas,ROI1,other_immune,160,34.33
HPAP-005,Tail of pancreas,ROI1,other_immune,170,28.5
HPAP-005,Tail of pancreas,ROI1,other_immune,180,18.5
HPAP-005,Tail of pancreas,ROI1,other_immune,190,20.55
HPAP-005,Tail of pancreas,ROI1,other_immune,200,18.2
HPAP-005,Tail of pancreas,ROI2,mdsc,10,0.78
HPAP-005,Tail of pancreas,ROI2,mdsc,20,10.02
HPAP-005,Tail of pancreas,ROI2,mdsc,30,12.8
HPAP-005,Tail of pancreas,ROI2,mdsc,40,13.65
HPAP-005,Tail of pancreas,ROI2,mdsc,50,12.65
HPAP-005,Tail of pancreas,ROI2,mdsc,60,12.14
HPAP-005,Tail of pancreas,ROI2,mdsc,70,9.25
HPAP-005,Tail of pancreas,ROI2,mdsc,80,7.11
HPAP-005,Tail of pancreas,ROI2,mdsc,90,4.94
HPAP-005,Tail of pancreas,ROI2,mdsc,100,4.69
HPAP-005,Tail of pancreas,ROI2,mdsc,110,5.52
HPAP-005,Tail of pancreas,ROI2,mdsc,120,7.26
HPAP-005,Tail of pancreas,ROI2,mdsc,130,9.47
HPAP-005,Tail of pancreas,ROI2,mdsc,140,9.23
HPAP-005,Tail of pancreas,ROI2,mdsc,150,7.3
HPAP-005,Tail of pancreas,ROI2,mdsc,160,6.37
HPAP-005,Tail of pancreas,ROI2,mdsc,170,3.64
HPAP-005,Tail of pancreas,ROI2,mdsc,180,1.58
HPAP-005,Tail of pancreas,ROI2,mdsc,190,-0.2
HPAP-005,Tail of pancreas,ROI2,mdsc,200,-2.32
HPAP-005,Tail of pancreas,ROI2,endothelial,10,-0.76
HPAP-005,Tail of pancreas,ROI2,endothelial,20,4.44
HPAP-005,Tail of pancreas,ROI2,endothelial,30,16.2
HPAP-005,Tail of pancreas,ROI2,endothelial,40,16.2
HPAP-005,Tail of pancreas,ROI2,endothelial,50,21.57
HPAP-005,Tail of pancreas,ROI2,endothelial,60,20.01
HPAP-005,Tail of pancreas,ROI2,endothelial,70,23.77
HPAP-005,Tail of pancreas,ROI2,endothelial,80,21.21
HPAP-005,Tail of pancreas,ROI2,endothelial,90,20.1
HPAP-005,Tail of pancreas,ROI2,endothelial,100,18.68
HPAP-005,Tail of pancreas,ROI2,endothelial,110,20.01
HPAP-005,Tail of pancreas,ROI2,endothelial,120,18.89
HPAP-005,Tail of pancreas,ROI2,endothelial,130,15.5
HPAP-005,Tail of pancreas,ROI2,endothelial,140,17.34
HPAP-005,Tail of pancreas,ROI2,endothelial,150,17.84
HPAP-005,Tail of pancreas,ROI2,endothelial,160,18.68
HPAP-005,Tail of pancreas,ROI2,endothelial,170,17.08
HPAP-005,Tail of pancreas,ROI2,endothelial,180,16.86
HPAP-005,Tail of pancreas,ROI2,endothelial,190,15.14
HPAP-005,Tail of pancreas,ROI2,endothelial,200,13.7
HPAP-006,Body of pancreas,ROI4,cd4_t,10,-10.0
HPAP-006,Body of pancreas,ROI4,cd4_t,20,-20.0
HPAP-006,Body of pancreas,ROI4,cd4_t,30,28.53
HPAP-006,Body of pancreas,ROI4,cd4_t,40,18.53
HPAP-006,Body of pancreas,ROI4,cd4_t,50,32.78
HPAP-006,Body of pancreas,ROI4,cd4_t,60,57.06
HPAP-006,Body of pancreas,ROI4,cd4_t,70,73.37
HPAP-006,Body of pancreas,ROI4,cd4_t,80,95.6
HPAP-006,Body of pancreas,ROI4,cd4_t,90,104.13
HPAP-006,Body of pancreas,ROI4,cd4_t,100,111.04
HPAP-006,Body of pancreas,ROI4,cd4_t,110,116.69
HPAP-006,Body of pancreas,ROI4,cd4_t,120,121.33
HPAP-006,Body of pancreas,ROI4,cd4_t,130,111.33
HPAP-006,Body of pancreas,ROI4,cd4_t,140,101.33
HPAP-006,Body of pancreas,ROI4,cd4_t,150,98.33
HPAP-006,Body of pancreas,ROI4,cd4_t,160,108.23
HPAP-006,Body of pancreas,ROI4,cd4_t,170,104.54
HPAP-006,Body of pancreas,ROI4,cd4_t,180,100.71
HPAP-006,Body of pancreas,ROI4,cd4_t,190,96.75
HPAP-006,Body of pancreas,ROI4,cd4_t,200,92.66
HPAP-006,Body of pancreas,ROI4,cd8_t,10,-10.0
HPAP-006,Body of pancreas,ROI4,cd8_t,20,23.27
HPAP-006,Body of pancreas,ROI4,cd8_t,30,44.95
HPAP-006,Body of pancreas,ROI4,cd8_t,40,54.31
HPAP-006,Body of pancreas,ROI4,cd8_t,50,60.32
HPAP-006,Body of pancreas,ROI4,cd8_t,60,62.39
HPAP-006,Body of pancreas,ROI4,cd8_t,70,71.88
HPAP-006,Body of pancreas,ROI4,cd8_t,80,83.35
HPAP-006,Body of pancreas,ROI4,cd8_t,90,92.31
HPAP-006,Body of pancreas,ROI4,cd8_t,100,101.81
HPAP-006,Body of pancreas,ROI4,cd8_t,110,107.44
HPAP-006,Body of pancreas,ROI4,cd8_t,120,112.02
HPAP-006,Body of pancreas,ROI4,cd8_t,130,111.9
HPAP-006,Body of pancreas,ROI4,cd8_t,140,117.82
HPAP-006,Body of pancreas,ROI4,cd8_t,150,121.1
HPAP-006,Body of pancreas,ROI4,cd8_t,160,125.4
HPAP-006,Body of pancreas,ROI4,cd8_t,170,128.23
HPAP-006,Body of pancreas,ROI4,cd8_t,180,125.98
HPAP-006,Body of pancreas,ROI4,cd8_t,190,120.54
HPAP-006,Body of pancreas,ROI4,cd8_t,200,115.77
HPAP-006,Body of pancreas,ROI4,b_cell,10,7.75
HPAP-006,Body of pancreas,ROI4,b_cell,20,26.95
HPAP-006,Body of pancreas,ROI4,b_cell,30,40.98
HPAP-006,Body of pancreas,ROI4,b_cell,40,46.94
HPAP-006,Body of pancreas,ROI4,b_cell,50,53.48
HPAP-006,Body of pancreas,ROI4,b_cell,60,59.04
HPAP-006,Body of pancreas,ROI4,b_cell,70,61.61
HPAP-006,Body of pancreas,ROI4,b_cell,80,65.26
HPAP-006,Body of pancreas,ROI4,b_cell,90,69.71
HPAP-006,Body of pancreas,ROI4,b_cell,100,71.14
HPAP-006,Body of pancreas,ROI4,b_cell,110,76.96
HPAP-006,Body of pancreas,ROI4,b_cell,120,79.2
HPAP-006,Body of pancreas,ROI4,b_cell,130,78.47
HPAP-006,Body of pancreas,ROI4,b_cell,140,75.89
HPAP-006,Body of pancreas,ROI4,b_cell,150,72.36
HPAP-006,Body of pancreas,ROI4,b_cell,160,70.7
HPAP-006,Body of pancreas,ROI4,b_cell,170,67.42
HPAP-006,Body of pancreas,ROI4,b_cell,180,62.67
HPAP-006,Body of pancreas,ROI4,b_cell,190,62.22
HPAP-006,Body of pancreas,ROI4,b_cell,200,58.38
HPAP-006,Body of pancreas,ROI4,macrophage,10,-10.0
HPAP-006,Body of pancreas,ROI4,macrophage,20,22.15
HPAP-006,Body of pancreas,ROI4,macrophage,30,12.15
HPAP-006,Body of pancreas,ROI4,macrophage,40,11.62
HPAP-006,Body of pancreas,ROI4,macrophage,50,1.62
HPAP-006,Body of pancreas,ROI4,macrophage,60,6.64
HPAP-006,Body of pancreas,ROI4,macrophage,70,3.0
HPAP-006,Body of pancreas,ROI4,macrophage,80,-1.15
HPAP-006,Body of pancreas,ROI4,macrophage,90,8.85
HPAP-006,Body of pancreas,ROI4,macrophage,100,11.51
HPAP-006,Body of pancreas,ROI4,macrophage,110,1.51
HPAP-006,Body of pancreas,ROI4,macrophage,120,-8.49
HPAP-006,Body of pancreas,ROI4,macrophage,130,-10.79
HPAP-006,Body of pancreas,ROI4,macrophage,140,-6.72
HPAP-006,Body of pancreas,ROI4,macrophage,150,-3.99
HPAP-006,Body of pancreas,ROI4,macrophage,160,-5.14
HPAP-006,Body of pancreas,ROI4,macrophage,170,-9.5
HPAP-006,Body of pancreas,ROI4,macrophage,180,-19.5
HPAP-006,Body of pancreas,ROI4,macrophage,190,-18.79
HPAP-006,Body of pancreas,ROI4,macrophage,200,-26.22
HPAP-006,Body of pancreas,ROI4,other_immune,10,-3.53
HPAP-006,Body of pancreas,ROI4,other_immune,20,5.05
HPAP-006,Body of pancreas,ROI4,other_immune,30,7.15
HPAP-006,Body of pancreas,ROI4,other_immune,40,8.54
HPAP-006,Body of pancreas,ROI4,other_immune,50,11.01
HPAP-006,Body of pancreas,ROI4,other_immune,60,12.78
HPAP-006,Body of pancreas,ROI4,other_immune,70,12.14
HPAP-006,Body of pancreas,ROI4,other_immune,80,10.61
HPAP-006,Body of pancreas,ROI4,other_immune,90,10.04
HPAP-006,Body of pancreas,ROI4,other_immune,100,11.13
HPAP-006,Body of pancreas,ROI4,other_immune,110,10.69
HPAP-006,Body of pancreas,ROI4,other_immune,120,10.19
HPAP-006,Body of pancreas,ROI4,other_immune,130,8.9
HPAP-006,Body of pancreas,ROI4,other_immune,140,8.83
HPAP-006,Body of pancreas,ROI4,other_immune,150,9.23
HPAP-006,Body of pancreas,ROI4,other_immune,160,9.04
HPAP-006,Body of pancreas,ROI4,other_immune,170,7.77
HPAP-006,Body of pancreas,ROI4,other_immune,180,7.83
HPAP-006,Body of pancreas,ROI4,other_immune,190,7.07
HPAP-006,Body of pancreas,ROI4,other_immune,200,5.58
HPAP-006,Body of pancreas,ROI5,cd4_t,10,-10.0
HPAP-006,Body of pancreas,ROI5,cd4_t,20,55.59
HPAP-006,Body of pancreas,ROI5,cd4_t,30,100.93
HPAP-006,Body of pancreas,ROI5,cd4_t,40,111.18
HPAP-006,Body of pancreas,ROI5,cd4_t,50,119.02
HPAP-006,Body of pancreas,ROI5,cd4_t,60,109.02
HPAP-006,Body of pancreas,ROI5,cd4_t,70,115.16
HPAP-006,Body of pancreas,ROI5,cd4_t,80,105.16
HPAP-006,Body of pancreas,ROI5,cd4_t,90,95.16
HPAP-006,Body of pancreas,ROI5,cd4_t,100,99.99
HPAP-006,Body of pancreas,ROI5,cd4_t,110,89.99
HPAP-006,Body of pancreas,ROI5,cd4_t,120,79.99
HPAP-006,Body of pancreas,ROI5,cd4_t,130,83.8
HPAP-006,Body of pancreas,ROI5,cd4_t,140,86.77
HPAP-006,Body of pancreas,ROI5,cd4_t,150,100.7
HPAP-006,Body of pancreas,ROI5,cd4_t,160,90.7
HPAP-006,Body of pancreas,ROI5,cd4_t,170,91.85
HPAP-006,Body of pancreas,ROI5,cd4_t,180,81.85
HPAP-006,Body of pancreas,ROI5,cd4_t,190,71.85
HPAP-006,Body of pancreas,ROI5,cd4_t,200,61.85
HPAP-006,Body of pancreas,ROI5,cd8_t,10,-10.0
HPAP-006,Body of pancreas,ROI5,cd8_t,20,54.25
HPAP-006,Body of pancreas,ROI5,cd8_t,30,65.86
HPAP-006,Body of pancreas,ROI5,cd8_t,40,73.42
HPAP-006,Body of pancreas,ROI5,cd8_t,50,71.25
HPAP-006,Body of pancreas,ROI5,cd8_t,60,68.61
HPAP-006,Body of pancreas,ROI5,cd8_t,70,65.56
HPAP-006,Body of pancreas,ROI5,cd8_t,80,55.56
HPAP-006,Body of pancreas,ROI5,cd8_t,90,64.57
HPAP-006,Body of pancreas,ROI5,cd8_t,100,54.57
HPAP-006,Body of pancreas,ROI5,cd8_t,110,71.88
HPAP-006,Body of pancreas,ROI5,cd8_t,120,76.45
HPAP-006,Body of pancreas,ROI5,cd8_t,130,71.08
HPAP-006,Body of pancreas,ROI5,cd8_t,140,74.35
HPAP-006,Body of pancreas,ROI5,cd8_t,150,64.35
HPAP-006,Body of pancreas,ROI5,cd8_t,160,62.76
HPAP-006,Body of pancreas,ROI5,cd8_t,170,60.86
HPAP-006,Body of pancreas,ROI5,cd8_t,180,58.69
HPAP-006,Body of pancreas,ROI5,cd8_t,190,59.97
HPAP-006,Body of pancreas,ROI5,cd8_t,200,60.76
HPAP-006,Body of pancreas,ROI5,macrophage,10,16.88
HPAP-006,Body of pancreas,ROI5,macrophage,20,26.55
HPAP-006,Body of pancreas,ROI5,macrophage,30,30.1
HPAP-006,Body of pancreas,ROI5,macrophage,40,25.84
HPAP-006,Body of pancreas,ROI5,macrophage,50,35.0
HPAP-006,Body of pancreas,ROI5,macrophage,60,36.91
HPAP-006,Body of pancreas,ROI5,macrophage,70,30.57
HPAP-006,Body of pancreas,ROI5,macrophage,80,27.51
HPAP-006,Body of pancreas,ROI5,macrophage,90,24.03
HPAP-006,Body of pancreas,ROI5,macrophage,100,23.17
HPAP-006,Body of pancreas,ROI5,macrophage,110,21.68
HPAP-006,Body of pancreas,ROI5,macrophage,120,19.66
HPAP-006,Body of pancreas,ROI5,macrophage,130,12.23
HPAP-006,Body of pancreas,ROI5,macrophage,140,16.73
HPAP-006,Body of pancreas,ROI5,macrophage,150,11.27
HPAP-006,Body of pancreas,ROI5,macrophage,160,5.69
HPAP-006,Body of pancreas,ROI5,macrophage,170,6.25
HPAP-006,Body of pancreas,ROI5,macrophage,180,6.22
HPAP-006,Body of pancreas,ROI5,macrophage,190,16.46
HPAP-006,Body of pancreas,ROI5,macrophage,200,15.03
HPAP-006,Body of pancreas,ROI5,other_immune,10,-2.9
HPAP-006,Body of pancreas,ROI5,other_immune,20,5.69
HPAP-006,Body of pancreas,ROI5,other_immune,30,8.39
HPAP-006,Body of pancreas,ROI5,other_immune,40,9.46
HPAP-006,Body of pancreas,ROI5,other_immune,50,10.25
HPAP-006,Body of pancreas,ROI5,other_immune,60,10.98
HPAP-006,Body of pancreas,ROI5,other_immune,70,10.74
HPAP-006,Body of pancreas,ROI5,other_immune,80,11.31
HPAP-006,Body of pancreas,ROI5,other_immune,90,11.33
HPAP-006,Body of pancreas,ROI5,other_immune,100,11.15
HPAP-006,Body of pancreas,ROI5,other_immune,110,10.74
HPAP-006,Body of pancreas,ROI5,other_immune,120,9.76
HPAP-006,Body of pancreas,ROI5,other_immune,130,9.22
HPAP-006,Body of pancreas,ROI5,other_immune,140,8.53
HPAP-006,Body of pancreas,ROI5,other_immune,150,7.08
HPAP-006,Body of pancreas,ROI5,other_immune,160,6.3
