donor,region,roi,nn_cd4_t_to_cd4_t,nn_cd4_t_to_cd8_t,nn_cd4_t_to_b_cell,nn_cd4_t_to_macrophage,nn_cd4_t_to_other_immune,nn_cd8_t_to_cd4_t,nn_cd8_t_to_cd8_t,nn_cd8_t_to_b_cell,nn_cd8_t_to_macrophage,nn_cd8_t_to_other_immune,nn_b_cell_to_cd4_t,nn_b_cell_to_cd8_t,nn_b_cell_to_b_cell,nn_b_cell_to_macrophage,nn_b_cell_to_other_immune,nn_macrophage_to_cd4_t,nn_macrophage_to_cd8_t,nn_macrophage_to_b_cell,nn_macrophage_to_macrophage,nn_macrophage_to_other_immune,nn_other_immune_to_cd4_t,nn_other_immune_to_cd8_t,nn_other_immune_to_b_cell,nn_other_immune_to_macrophage,nn_other_immune_to_other_immune,nn_cd4_t_to_mdsc,nn_cd8_t_to_mdsc,nn_b_cell_to_mdsc,nn_macrophage_to_mdsc,nn_mdsc_to_cd4_t,nn_mdsc_to_cd8_t,nn_mdsc_to_b_cell,nn_mdsc_to_macrophage,nn_mdsc_to_mdsc,nn_mdsc_to_other_immune,nn_other_immune_to_mdsc,nn_cd4_t_to_fibroblast,nn_cd8_t_to_fibroblast,nn_b_cell_to_fibroblast,nn_macrophage_to_fibroblast,nn_other_immune_to_fibroblast,nn_fibroblast_to_cd4_t,nn_fibroblast_to_cd8_t,nn_fibroblast_to_b_cell,nn_fibroblast_to_macrophage,nn_fibroblast_to_other_immune,nn_fibroblast_to_fibroblast,nn_cd4_t_to_endothelial,nn_cd8_t_to_endothelial,nn_b_cell_to_endothelial,nn_macrophage_to_endothelial,nn_other_immune_to_endothelial,nn_endothelial_to_cd4_t,nn_endothelial_to_cd8_t,nn_endothelial_to_b_cell,nn_endothelial_to_macrophage,nn_endothelial_to_other_immune,nn_endothelial_to_endothelial,nn_mdsc_to_endothelial,nn_endothelial_to_mdsc,nn_mdsc_to_fibroblast,nn_fibroblast_to_mdsc,nn_fibroblast_to_endothelial,nn_endothelial_to_fibroblast
HPAP-039,Tail of pancreas,ROI1,42.7,48.1,252.4,42.6,16.0,43.1,23.6,222.6,25.4,16.1,22.2,14.6,450.8,18.7,12.5,44.7,30.1,226.1,20.9,18.5,50.6,43.5,298.5,38.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-039,Tail of pancreas,ROI2,42.4,31.2,232.7,83.4,56.4,47.2,20.6,193.3,79.6,51.8,56.6,12.1,351.3,70.8,47.3,43.1,29.3,206.2,91.4,54.0,48.2,28.2,203.7,76.0,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-039,Tail of pancreas,ROI3,40.5,44.2,223.8,48.4,22.4,41.7,25.6,181.7,43.7,25.3,37.4,32.1,256.9,46.2,26.4,41.5,34.0,199.1,32.6,23.0,42.0,44.3,190.4,49.2,21.0,,,,,,,,,,,,25.9,25.3,29.0,28.3,24.3,49.1,51.3,167.3,61.0,24.1,19.4,,,,,,,,,,,,,,,,,
HPAP-040,Body of pancreas,ROI1,,,,,,,109.7,,64.1,13.9,,,,,,,118.6,,51.8,15.4,,142.3,,67.4,13.3,,29.5,,40.6,,129.4,,63.0,18.8,14.0,43.0,,,,,,,,,,,,,236.0,,152.4,150.7,,235.4,,42.3,20.4,12.6,150.1,48.2,,,,
HPAP-040,Body of pancreas,ROI2,44.4,36.4,,67.6,43.2,205.5,113.8,,60.0,23.9,,,,,,262.6,146.7,,64.5,21.0,308.9,131.3,,79.0,22.0,19.7,17.4,,37.6,210.8,96.1,,71.4,19.0,22.5,42.4,35.0,44.2,,33.6,27.8,378.9,161.0,,86.4,26.1,20.3,,,,,,,,,,,,,,41.2,64.3,,
HPAP-040,Body of pancreas,ROI3,47.5,125.0,,39.8,18.6,345.1,99.1,,94.9,33.4,,,,,,248.3,94.2,,57.1,23.8,272.0,100.3,,53.5,16.9,29.0,43.7,,26.9,310.9,98.5,,48.4,17.1,18.4,24.5,21.6,39.1,,43.3,52.0,354.2,134.4,,115.5,37.6,21.7,,,,,,,,,,,,,,54.6,102.5,,
HPAP-040,Head of pancreas,ROI1,1092.4,130.8,,107.7,89.4,462.2,83.2,,77.5,40.9,,,,,,512.1,105.1,,73.0,37.5,522.1,108.3,,70.9,32.1,15.2,20.8,,18.6,436.3,100.7,,87.2,17.5,44.6,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Head of pancreas,ROI2,686.1,86.7,,130.4,97.3,367.2,71.0,,70.3,35.5,,,,,,322.8,72.9,,51.9,35.5,399.9,93.1,,72.3,18.1,10.8,18.8,,19.1,352.8,85.5,,78.2,15.5,31.0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Head of pancreas,ROI3,,,,,,,80.9,,57.9,22.5,,,,,,,93.0,,54.2,27.8,,110.0,,65.5,19.1,,16.0,,13.7,,104.0,,56.2,14.3,23.0,15.4,,,,,,,,,,,,,140.4,,113.8,182.9,,131.4,,52.5,53.1,13.7,173.0,37.5,,,,
HPAP-040,Tail of pancreas,ROI1,,,,,,,94.9,,77.7,31.9,,,,,,,106.9,,51.8,22.4,,114.7,,73.1,16.1,,72.3,,65.0,,112.1,,75.7,42.0,24.1,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Tail of pancreas,ROI2,,,,,,,69.8,,90.9,16.3,,,,,,,84.6,,52.0,14.2,,69.4,,67.4,13.8,,53.6,,40.8,,66.4,,60.1,46.0,17.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Tail of pancreas,ROI3,413.0,45.4,,91.7,24.3,602.9,50.7,,41.8,24.2,,,,,,452.2,98.0,,39.5,22.0,471.5,111.5,,69.8,21.1,105.6,42.2,,44.3,531.0,89.8,,70.0,28.2,20.5,52.0,,,,,,,,,,,,75.8,78.3,,135.0,128.4,281.1,135.4,,91.3,51.4,13.8,110.1,69.4,,,,
HPAP-042,Body of pancreas,ROI1,,,,,,,,,,,,,434.9,193.9,37.2,,,241.3,64.6,20.7,,,236.1,102.0,18.7,,,514.4,323.9,,,423.0,109.1,39.4,54.8,368.7,,,45.6,31.3,28.8,,,291.2,115.6,29.6,20.6,,,200.4,129.8,127.1,,,357.6,61.3,21.3,13.2,128.2,272.5,21.1,239.2,138.2,45.2
HPAP-042,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,
HPAP-042,Body of pancreas,ROI3,291.7,,265.5,115.0,14.3,,,,,,219.3,,542.0,204.3,29.7,308.3,,305.7,103.2,17.5,298.2,,261.4,103.6,15.4,49.6,,143.6,111.3,229.8,,301.5,127.5,27.6,31.1,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-042,Tail of pancreas,ROI1,,,,,,,1027.0,,70.5,11.9,,,,,,,295.5,,108.4,21.6,,456.2,,125.9,16.9,,143.4,,120.2,,291.7,,124.0,138.0,12.3,89.0,,,,,,,,,,,,,88.2,,46.8,57.1,,355.1,,96.0,36.9,16.2,36.1,124.5,,,,
HPAP-042,Tail of pancreas,ROI2,,,,,,,,,,,,,227.2,67.8,29.7,,,119.7,71.9,18.7,,,138.7,84.3,16.5,,,121.0,137.2,,,131.8,115.6,187.0,22.1,139.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI1,308.0,421.4,,55.3,107.2,442.1,310.0,,62.9,35.3,,,,,,361.1,285.7,,59.1,37.8,417.2,195.6,,128.4,21.5,15.5,30.6,,16.3,346.7,290.6,,59.7,14.9,32.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI2,59.4,61.7,213.3,45.6,22.4,83.2,79.1,205.1,45.2,15.8,80.2,71.6,602.0,46.9,21.1,108.4,88.5,267.9,32.1,18.7,145.0,104.5,307.6,62.8,16.1,25.0,33.9,59.9,26.5,136.0,96.5,310.0,53.5,32.1,16.4,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI3,,,,,,,187.7,,50.4,17.2,,,,,,,133.6,,49.9,16.8,,148.2,,62.6,15.1,,20.9,,47.2,,124.3,,59.8,24.7,17.6,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Head of pancreas,ROI1,,,,,,,98.3,,68.1,14.0,,,,,,,131.8,,44.4,14.9,,114.6,,65.6,12.8,,58.1,,27.6,,118.3,,51.1,25.0,14.4,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Head of pancreas,ROI3,30.1,253.0,,30.9,72.7,226.8,59.0,,34.9,30.1,,,,,,233.2,254.3,,63.6,34.7,236.3,234.7,,104.4,33.0,197.4,80.2,,144.1,214.0,216.0,,87.8,114.1,20.5,119.0,71.2,102.6,,116.3,90.9,286.8,281.3,,202.3,64.3,15.7,124.0,155.6,,275.7,170.1,312.9,254.6,,180.3,81.5,19.1,239.9,101.6,36.1,104.3,19.8,20.7
HPAP-046,Tail of pancreas,ROI1,626.1,53.2,,42.7,14.3,313.1,96.5,,65.1,16.7,,,,,,340.2,110.0,,60.0,19.4,320.0,107.0,,68.1,14.1,24.2,41.0,,40.1,310.0,127.4,,62.6,33.7,15.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Tail of pancreas,ROI2,223.3,330.6,,26.9,16.5,370.7,148.3,,89.0,28.9,,,,,,360.0,163.5,,49.5,19.2,374.4,170.8,,56.1,18.4,99.4,98.4,,97.8,515.6,162.7,,42.7,103.6,22.4,100.4,,,,,,,,,,,,40.3,107.9,,90.9,129.1,498.9,253.4,,46.5,28.0,10.5,99.7,87.6,,,,
HPAP-046,Tail of pancreas,ROI3,474.7,84.1,,101.3,12.5,446.2,91.9,,98.8,21.9,,,,,,341.9,107.7,,105.8,14.6,248.8,118.8,,87.3,14.7,53.1,72.7,,82.3,333.6,91.4,,90.1,115.5,22.5,86.5,,,,,,,,,,,,450.7,170.0,,281.8,347.6,468.0,192.2,,100.9,50.7,11.4,209.0,94.7,,,,
HPAP-047,Body of pancreas,ROI1,,,,,,,266.4,104.3,14.4,28.4,,349.1,29.9,32.8,12.1,,282.9,47.6,18.8,18.5,,323.2,30.9,32.3,13.0,,157.5,150.7,233.2,,338.3,28.5,27.1,219.8,17.3,159.7,,,,,,,,,,,,,58.6,38.6,41.2,36.0,,288.8,34.6,32.2,13.7,36.5,48.7,183.0,,,,
HPAP-047,Body of pancreas,ROI2,,,,,,,134.5,38.4,17.7,26.2,,242.9,24.0,30.0,15.2,,165.1,30.0,18.7,17.5,,318.2,40.5,43.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,19.8,51.0,40.8,44.9,,263.9,40.5,41.2,15.9,35.5,,,,,,
HPAP-047,Body of pancreas,ROI3,,,,,,,40.5,186.7,121.2,16.7,,300.5,201.2,61.0,13.0,,232.1,142.2,41.8,22.0,,287.2,136.5,62.8,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Body of pancreas,ROI1,564.6,50.5,,103.0,13.3,246.2,92.7,,50.9,14.1,,,,,,242.9,97.2,,26.9,14.2,267.9,97.2,,47.2,13.5,40.4,33.8,,33.9,223.4,94.9,,45.6,23.4,12.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,
HPAP-052,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,,,,,,,,,10.8,,,,,151.6,43.3
HPAP-052,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,
HPAP-052,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,30.7,,,,,38.6,17.9
HPAP-052,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,
HPAP-052,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,
HPAP-053,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-053,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,
HPAP-053,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,
HPAP-053,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,
HPAP-053,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-053,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,50.6,,,,,51.9,35.8
HPAP-053,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,
HPAP-053,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,
HPAP-053,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,12.3,,,,,183.6,57.8
HPAP-054,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,
HPAP-054,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,
HPAP-054,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,
HPAP-054,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,
HPAP-054,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,
HPAP-054,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,
HPAP-056,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,
HPAP-056,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,
HPAP-056,Body of pancreas,ROI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,
HPAP-056,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,
HPAP-056,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,
HPAP-056,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,
HPAP-056,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,
HPAP-056,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,
HPAP-059,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,
HPAP-059,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,,,,
HPAP-059,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,
HPAP-059,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,
HPAP-059,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,,,,,,,,,,,12.1,,,,,160.3,133.9
HPAP-059,Head of pancreas,ROI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,
HPAP-059,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,
HPAP-059,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,
HPAP-059,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,
HPAP-063,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,
HPAP-063,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,
HPAP-063,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,
HPAP-063,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,
HPAP-063,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-063,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,
HPAP-063,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,
HPAP-063,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,
HPAP-063,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,
HPAP-066,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,16.0,,,,,20.2,47.4
HPAP-066,Head of pancreas,ROI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,15.2,,,,,16.3,67.0
HPAP-066,Head of pancreas,ROI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,,,16.4,,,,,18.4,43.5
HPAP-066,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-066,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,
HPAP-066,Tail of pancreas,ROI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,
HPAP-067,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,,
HPAP-067,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,21.9,,,,,32.6,22.4
HPAP-067,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,
HPAP-067,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,
HPAP-067,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,
HPAP-067,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-074,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,
HPAP-074,Body of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,
HPAP-074,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,
HPAP-074,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-074,Head of pancreas,ROI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,11.0,,,,,50.9,416.4
HPAP-074,Head of pancreas,ROI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,19.6,,,,,24.8,19.7
HPAP-075,Body of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,
HPAP-075,Body of pancreas,ROI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,
HPAP-075,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,
HPAP-075,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,
HPAP-075,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,
HPAP-075,Tail of pancreas,ROI6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-080,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,
HPAP-080,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-080,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,
HPAP-080,Tail of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,
HPAP-080,Tail of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,
HPAP-080,Tail of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,
HPAP-082,Body of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Body of pancreas,ROI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Head of pancreas,ROI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Head of pancreas,ROI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,,,,,,
HPAP-082,Head of pancreas,ROI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
